ID,ยาสีฟันกลิสเทอร์,ลูกกลิ้งระงับกลิ่นเหงื,ออลแพลนท์โปรตีน450กรัม,ยาสีฟันกลิสเทอร์ขนาดพก,นิวทริไลท์น้ำมันปลา,ยาสีฟันกลิสเทอร์ไวท์,นิวทริไลท์การ์ลิค(กระ,นิวทริไลท์กรีนทีโปรตีน,นิวทริไลท์พริมโรสพลั,ไฟโตพาวเดอร์อะเซโรล่า,แก้วเชคนิวทริไลท์,นิวทริไลท์โปรตีนเบอร์ร,น้ำยาล้างจานดิชดรอปส,โลชั่นถนอมผิวอัลลาโน,นิวทริไลท์ไฟโตเบลนด์
M9236952,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M9250453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9270115,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
M9279235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M9288197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M9300511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9303097,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
M9303097,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
M9306836,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
M9309080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M9309086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9318674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9338173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M9339370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9339427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9341654,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M9345154,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
M9355138,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M9367782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9380390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9393154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9398640,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M9399756,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
M9446802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9447976,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M9448795,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M9452106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9453520,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M9469860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9473309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
M9473942,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
M9473951,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M9476745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9478612,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
M9482827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9491728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9494463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9498460,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
M9508156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M9510769,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
M9519142,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
M9519337,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
M9521990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
M9522240,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
M9526880,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M9528199,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M9536255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9537264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9542971,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M9545274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9548216,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M9548473,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M9549629,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M9553247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9554210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9555837,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
M9558247,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
M9558814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9560686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9561942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9563306,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
M9568747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9704991,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
